STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,MINUTE,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LONGITUD,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOURNAME,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,FATALS,DRUNK_DR,DATETIME
24,Maryland,240146,1,1,0,0,1,1,0,45,WICOMICO (45),0,NOT APPLICABLE,24,5,May,2019,6,Friday,8,7,1,This section IS ON the NHS,2,U.S. Highway,US-50,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,236,236,38.38255278,-75.44730556,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-05-24 08:07:00
24,Maryland,240147,1,1,0,0,3,3,0,45,WICOMICO (45),0,NOT APPLICABLE,25,5,May,2019,7,Saturday,6,32,0,This section IS NOT on the NHS,2,U.S. Highway,US-50,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,17,17,38.47729722,-75.79728056,0,No Special Jurisdiction,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,3,On Median,1,Daylight,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-05-25 06:32:00
24,Maryland,240148,1,1,0,0,2,2,0,25,HARFORD (25),0,NOT APPLICABLE,31,5,May,2019,6,Friday,1,35,0,This section IS NOT on the NHS,4,County Road,CR-173,1,Rural,7,Local,2,County Highway Agency,14,14,39.63801389,-76.25003056,0,No Special Jurisdiction,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-05-31 01:35:00
24,Maryland,240149,2,2,0,0,3,3,0,3,ANNE ARUNDEL (3),0,NOT APPLICABLE,2,6,June,2019,1,Sunday,13,7,0,This section IS NOT on the NHS,3,State Highway,SR-10,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,50,50,39.17210278,-76.60840556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-06-02 13:07:00
24,Maryland,240150,1,1,0,0,1,1,0,3,ANNE ARUNDEL (3),0,NOT APPLICABLE,31,5,May,2019,6,Friday,11,26,0,This section IS NOT on the NHS,3,State Highway,SR-468,1,Rural,5,Major Collector,1,State Highway Agency,78,78,38.87208611,-76.56395833,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,0,2019-05-31 11:26:00
24,Maryland,240151,1,1,0,0,1,1,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,21,5,May,2019,3,Tuesday,23,0,1,This section IS ON the NHS,1,Interstate,I-495,2,Urban,1,Interstate,1,State Highway Agency,15,15,39.02416944,-76.94616111,0,No Special Jurisdiction,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,3,On Median,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-05-21 23:00:00
24,Maryland,240152,5,5,0,0,5,5,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,28,5,May,2019,3,Tuesday,22,24,1,This section IS ON the NHS,1,Interstate,I-95,2,Urban,1,Interstate,1,State Highway Agency,166,166,38.90849722,-76.84955556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,9,Rear-to-Side,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-05-28 22:24:00
24,Maryland,240153,2,2,0,0,3,3,0,21,FREDERICK (21),0,NOT APPLICABLE,29,5,May,2019,4,Wednesday,13,15,0,This section IS NOT on the NHS,4,County Road,CR-414,2,Urban,7,Local,2,County Highway Agency,23,23,39.40853333,-77.360075,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-05-29 13:15:00
24,Maryland,240154,1,1,0,0,1,1,0,13,CARROLL (13),0,NOT APPLICABLE,5,6,June,2019,4,Wednesday,11,27,0,This section IS NOT on the NHS,3,State Highway,SR-27,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,4,4,39.36125278,-77.16426944,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Yes,19,Other location within Interchange Area,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,0,2019-06-05 11:27:00
24,Maryland,240155,1,1,0,0,2,2,0,15,CECIL (15),0,NOT APPLICABLE,1,6,June,2019,7,Saturday,19,9,0,This section IS NOT on the NHS,3,State Highway,SR-222,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,78,78,39.62813611,-76.14326667,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-06-01 19:09:00
24,Maryland,240157,1,1,0,0,1,1,0,21,FREDERICK (21),0,NOT APPLICABLE,28,4,April,2019,1,Sunday,8,6,0,This section IS NOT on the NHS,6,Local Street - Municipality,MU-1329,2,Urban,7,Local,4,City or Municipal Highway Agency,9,9,39.43024167,-77.38860278,0,No Special Jurisdiction,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,3,On Median,1,Daylight,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-04-28 08:06:00
24,Maryland,240158,1,1,0,0,1,1,0,31,MONTGOMERY (31),0,NOT APPLICABLE,25,5,May,2019,7,Saturday,15,13,1,This section IS ON the NHS,1,Interstate,I-270,2,Urban,1,Interstate,1,State Highway Agency,223,223,39.27187222,-77.31604722,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,2,On Shoulder,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-05-25 15:13:00
24,Maryland,240159,3,3,0,0,4,4,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,17,5,May,2019,6,Friday,8,56,0,This section IS NOT on the NHS,3,State Highway,SR-210,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,22,22,38.65814167,-77.02611111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-05-17 08:56:00
24,Maryland,240160,1,1,0,1,1,1,1,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,1,6,June,2019,7,Saturday,21,6,0,This section IS NOT on the NHS,3,State Highway,SR-212,2,Urban,4,Minor Arterial,1,State Highway Agency,71,71,39.04323889,-76.94420278,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-06-01 21:06:00
24,Maryland,240161,2,2,0,0,5,5,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,17,5,May,2019,6,Friday,18,21,0,This section IS NOT on the NHS,3,State Highway,SR-381,1,Rural,5,Major Collector,1,State Highway Agency,119,119,38.69128056,-76.82204167,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-05-17 18:21:00
24,Maryland,240162,2,2,0,0,2,2,0,3,ANNE ARUNDEL (3),0,NOT APPLICABLE,7,6,June,2019,6,Friday,14,36,0,This section IS NOT on the NHS,4,County Road,CR-1178,2,Urban,5,Major Collector,2,County Highway Agency,20,20,39.08629167,-76.65953056,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,0,2019-06-07 14:36:00
24,Maryland,240163,1,1,0,0,3,3,0,5,BALTIMORE (5),0,NOT APPLICABLE,9,6,June,2019,1,Sunday,0,18,1,This section IS ON the NHS,1,Interstate,I-695,2,Urban,1,Interstate,1,State Highway Agency,211,211,39.41429722,-76.58965833,0,No Special Jurisdiction,25,Concrete Traffic Barrier,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,3,On Median,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-06-09 00:18:00
24,Maryland,240164,2,2,0,0,2,2,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,6,6,June,2019,5,Thursday,21,30,0,This section IS NOT on the NHS,3,State Highway,SR-382,2,Urban,5,Major Collector,1,State Highway Agency,116,116,38.75416944,-76.76516111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-06-06 21:30:00
24,Maryland,240165,2,2,0,1,2,2,1,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,11,5,May,2019,7,Saturday,0,50,0,This section IS NOT on the NHS,3,State Highway,SR-214,1,Rural,4,Minor Arterial,1,State Highway Agency,33,33,38.89066667,-76.85361667,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-05-11 00:50:00
24,Maryland,240166,3,3,0,0,3,3,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,15,6,June,2019,7,Saturday,3,57,1,This section IS ON the NHS,1,Interstate,I-595,2,Urban,1,Interstate,1,State Highway Agency,25,25,38.94683333,-76.81564722,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-06-15 03:57:00
24,Maryland,240167,1,1,0,0,2,2,0,5,BALTIMORE (5),0,NOT APPLICABLE,1,5,May,2019,4,Wednesday,18,59,0,This section IS NOT on the NHS,4,County Road,CR-3940,2,Urban,6,Minor Collector,2,County Highway Agency,0,None,39.43621111,-76.40496389,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,2,0,2019-05-01 18:59:00
24,Maryland,240168,2,2,0,0,2,2,0,31,MONTGOMERY (31),0,NOT APPLICABLE,16,6,June,2019,1,Sunday,13,9,0,This section IS NOT on the NHS,4,County Road,CR-7574,2,Urban,4,Minor Arterial,2,County Highway Agency,5,5,39.24781944,-77.26923611,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-06-16 13:09:00
24,Maryland,240169,2,2,0,0,3,3,0,3,ANNE ARUNDEL (3),0,NOT APPLICABLE,14,6,June,2019,6,Friday,22,30,0,This section IS NOT on the NHS,3,State Highway,SR-295,2,Urban,7,Local,1,State Highway Agency,9,9,39.17067778,-76.730925,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,5,Entrance/Exit Ramp Related,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,2,0,2019-06-14 22:30:00
24,Maryland,240170,1,1,0,0,1,1,0,3,ANNE ARUNDEL (3),0,NOT APPLICABLE,16,6,June,2019,1,Sunday,1,0,0,This section IS NOT on the NHS,3,State Highway,SR-177,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,61,61,39.10828611,-76.49548056,0,No Special Jurisdiction,43,Other Fixed Object,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,1,2019-06-16 01:00:00
24,Maryland,240171,1,1,0,1,1,1,1,43,WASHINGTON (43),0,NOT APPLICABLE,16,6,June,2019,1,Sunday,19,25,0,This section IS NOT on the NHS,4,County Road,CR-839,2,Urban,4,Minor Arterial,2,County Highway Agency,3,3,39.62516389,-77.76536111,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,23,Indication of a Stalled/Disabled Vehicle,1,0,2019-06-16 19:25:00
24,Maryland,240172,2,2,0,0,2,2,0,47,WORCESTER (47),0,NOT APPLICABLE,21,6,June,2019,6,Friday,1,14,0,This section IS NOT on the NHS,3,State Highway,SR-528,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,55,55,38.37273333,-75.07019444,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-06-21 01:14:00
24,Maryland,240173,2,2,0,0,2,2,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,28,5,May,2019,3,Tuesday,19,57,0,This section IS NOT on the NHS,3,State Highway,SR-381,2,Urban,5,Major Collector,1,State Highway Agency,119,119,38.69145278,-76.822625,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,2,0,2019-05-28 19:57:00
24,Maryland,240174,1,1,0,1,2,2,1,5,BALTIMORE (5),0,NOT APPLICABLE,8,4,April,2019,2,Monday,22,25,0,This section IS NOT on the NHS,4,County Road,CR-5212,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,7,7,39.27255556,-76.51534444,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-04-08 22:25:00
24,Maryland,240175,2,2,0,0,2,2,0,43,WASHINGTON (43),0,NOT APPLICABLE,25,3,March,2019,2,Monday,6,56,0,This section IS NOT on the NHS,2,U.S. Highway,US-40AL,2,Urban,4,Minor Arterial,1,State Highway Agency,80,80,39.53636667,-77.67025556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,4,Dawn,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-03-25 06:56:00
24,Maryland,240176,4,4,0,0,4,4,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,9,3,March,2019,7,Saturday,4,11,1,This section IS ON the NHS,1,Interstate,I-95,2,Urban,1,Interstate,1,State Highway Agency,285,285,39.04357778,-76.93412222,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,5,"Fog, Smog, Smoke",0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-03-09 04:11:00
24,Maryland,240177,2,2,0,0,4,4,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,31,5,May,2019,6,Friday,16,20,1,This section IS ON the NHS,1,Interstate,I-95,2,Urban,1,Interstate,1,State Highway Agency,271,271,39.02142222,-76.93759444,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-05-31 16:20:00
24,Maryland,240178,2,2,0,0,8,8,0,21,FREDERICK (21),0,NOT APPLICABLE,21,6,June,2019,6,Friday,18,11,0,This section IS NOT on the NHS,2,U.S. Highway,US-15,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,350,350,39.68789167,-77.33406667,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-06-21 18:11:00
24,Maryland,240179,1,1,0,1,1,1,1,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,23,6,June,2019,1,Sunday,0,11,0,This section IS NOT on the NHS,3,State Highway,SR-210E,2,Urban,5,Major Collector,1,State Highway Agency,1,1,38.72816944,-76.98999722,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-06-23 00:11:00
24,Maryland,240180,2,2,0,0,3,3,0,21,FREDERICK (21),0,NOT APPLICABLE,25,6,June,2019,3,Tuesday,12,53,0,This section IS NOT on the NHS,3,State Highway,SR-26,1,Rural,4,Minor Arterial,1,State Highway Agency,144,144,39.47360278,-77.16376111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-06-25 12:53:00
24,Maryland,240182,1,1,0,0,1,1,0,39,SOMERSET (39),0,NOT APPLICABLE,15,5,May,2019,4,Wednesday,15,47,0,This section IS NOT on the NHS,3,State Highway,SR-363,1,Rural,4,Minor Arterial,1,State Highway Agency,177,177,38.20215278,-75.70758056,0,No Special Jurisdiction,58,Ground,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-05-15 15:47:00
24,Maryland,240183,1,1,0,0,1,1,0,43,WASHINGTON (43),0,NOT APPLICABLE,25,6,June,2019,3,Tuesday,8,49,1,This section IS ON the NHS,1,Interstate,I-81,2,Urban,1,Interstate,1,State Highway Agency,121,121,39.72044722,-77.73335278,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,1,2019-06-25 08:49:00
24,Maryland,240184,1,1,0,0,1,1,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,7,6,June,2019,6,Friday,6,7,0,This section IS NOT on the NHS,3,State Highway,SR-332,1,Rural,7,Local,1,State Highway Agency,8,8,38.88590833,-76.90518333,0,No Special Jurisdiction,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-06-07 06:07:00
